network,strategy,null_model,fraction_removed,lcc_real,lcc_null,delta,delta_std
WWW Notre Dame,random failure,ER,0.3499995394944877,0.4288712395887379,0.6411295893211844,-0.21225834973244645,0.015068514233565792
WWW Notre Dame,random failure,ER,0.3599986491838307,0.4154700686767221,0.6306515538991002,-0.21518148522237812,0.014442297385950641
WWW Notre Dame,random failure,ER,0.3699977588731737,0.4021402761191051,0.6201369850397109,-0.21799670892060585,0.014414998132220101
WWW Notre Dame,random failure,ER,0.379999938599265,0.3887048742973452,0.6095825057025932,-0.22087763140524802,0.012967943285433766
WWW Notre Dame,random failure,ER,0.389999048288608,0.3744385670296473,0.5989901114116336,-0.22455154438198632,0.01254839479923233
WWW Notre Dame,random failure,ER,0.399998157977951,0.3614248347552721,0.5883730033248498,-0.22694816856957767,0.011921299372445104
WWW Notre Dame,random failure,ER,0.409997267667294,0.3492268112449306,0.57772058981546,-0.22849377857052944,0.011338472811324335
WWW Notre Dame,random failure,ER,0.4199994473933853,0.3361045531715014,0.5670489885763932,-0.2309444354048918,0.011160997400936899
WWW Notre Dame,random failure,ER,0.4299985570827282,0.3231999607035297,0.5563037064553662,-0.2331037457518365,0.010701248732638616
WWW Notre Dame,random failure,ER,0.4399976667720712,0.3102516202118939,0.5455396971101742,-0.23528807689828035,0.009339360218857609
WWW Notre Dame,random failure,ER,0.4499998464981626,0.2992736293053427,0.5347016998793476,-0.2354280705740049,0.009655445731512497
WWW Notre Dame,random failure,ER,0.4599989561875056,0.2881852705776889,0.5238555670511376,-0.23567029647344867,0.00937198936296163
WWW Notre Dame,random failure,ER,0.4699980658768485,0.2769305158582748,0.5129676817231503,-0.23603716586487555,0.009408131225547895
WWW Notre Dame,random failure,ER,0.4799971755661915,0.2642377559259384,0.5020021244654298,-0.2377643685394914,0.009593728634800883
WWW Notre Dame,random failure,ER,0.4899993552922828,0.2543095640854821,0.4909980382465178,-0.23668847416103567,0.009121863141665434
WWW Notre Dame,random failure,ER,0.4999984649816258,0.2438897058597791,0.4799279462375163,-0.23603824037773719,0.009118612790528823
WWW Notre Dame,random failure,ER,0.5099975746709688,0.2331531733434849,0.4687901599182142,-0.2356369865747293,0.009114758011664071
WWW Notre Dame,random failure,ER,0.5199997543970601,0.2233178501146658,0.4576342603820967,-0.2343164102674309,0.009038418894457632
WWW Notre Dame,random failure,ER,0.5299988640864031,0.2127328239119022,0.4463776636406337,-0.23364483972873148,0.009222525453734231
WWW Notre Dame,random failure,ER,0.5399979737757461,0.2021270749610872,0.4350183741699388,-0.23289129920885163,0.009498004016219459
WWW Notre Dame,random failure,ER,0.5499970834650891,0.1932879786571044,0.4236243932839875,-0.2303364146268831,0.0084396527706059
WWW Notre Dame,random failure,ER,0.5599992631911804,0.1841027357097464,0.4121951069754305,-0.2280923712656841,0.008794128078696109
WWW Notre Dame,random failure,ER,0.5699983728805234,0.1760076628117238,0.4006858462095792,-0.2246781833978554,0.008571572158114679
WWW Notre Dame,random failure,ER,0.5799974825698664,0.1668133632559582,0.3890806467953421,-0.2222672835393839,0.008217095889019385
WWW Notre Dame,random failure,ER,0.5899996622959577,0.1574727764491341,0.3773400587605034,-0.21986728231136932,0.009020057560849351
WWW Notre Dame,random failure,ER,0.5999987719853007,0.1489489729192058,0.3655023040625796,-0.2165533311433738,0.009611975653003878
WWW Notre Dame,random failure,ER,0.6099978816746436,0.1404884121462934,0.3535546420490653,-0.21306622990277188,0.009012577226573993
WWW Notre Dame,random failure,ER,0.6199969913639867,0.1327612831525593,0.3415220935194594,-0.20876081036690008,0.008017915585566315
WWW Notre Dame,random failure,ER,0.629999171090078,0.1251119795903957,0.3293567659004878,-0.2042447863100921,0.008870224820827416
WWW Notre Dame,random failure,ER,0.6399982807794209,0.1175093405868068,0.3170816844677631,-0.1995723438809563,0.008200896637837834
WWW Notre Dame,random failure,ER,0.6499973904687639,0.1091253772307654,0.3046425095708395,-0.1955171323400741,0.009101928488565846
WWW Notre Dame,random failure,ER,0.6599995701948552,0.1014105283840247,0.2919703188847171,-0.19055979050069238,0.008704054787535049
WWW Notre Dame,random failure,ER,0.6699986798841983,0.093046673768685,0.279179010772759,-0.18613233700407397,0.007762752716146322
WWW Notre Dame,random failure,ER,0.6799977895735412,0.0865819438858683,0.2663177058229387,-0.17973576193707036,0.008047999202093276
WWW Notre Dame,random failure,ER,0.6899999692996325,0.0801660275873502,0.2532292181537412,-0.17306319056639102,0.007721635766712124
WWW Notre Dame,random failure,ER,0.6999990789889755,0.0742443872053148,0.2400315906781404,-0.1657872034728256,0.007984073192531235
WWW Notre Dame,random failure,ER,0.7099981886783184,0.0691892646954984,0.2264971801712466,-0.15730791547574818,0.008078541890729249
WWW Notre Dame,random failure,ER,0.7199972983676615,0.0637479315627408,0.212752625648929,-0.1490046940861882,0.008191212597086668
WWW Notre Dame,random failure,ER,0.7299994780937528,0.0575872888198471,0.198804374188359,-0.1412170853685119,0.00813237283187032
WWW Notre Dame,random failure,ER,0.7399985877830958,0.052865418799063,0.1845047570219415,-0.1316393382228785,0.007960017488791563
WWW Notre Dame,random failure,ER,0.7499976974724387,0.0476729121447583,0.1700441164280736,-0.1223712042833153,0.007377238296252311
WWW Notre Dame,random failure,ER,0.75999987719853,0.0432568177841088,0.1553981991164434,-0.11214138133233459,0.0068734047642948284
WWW Notre Dame,random failure,ER,0.769998986887873,0.0383665562476782,0.1402670624967381,-0.10190050624905989,0.0056629254402582345
WWW Notre Dame,random failure,ER,0.7799980965772161,0.0336861317229967,0.124603735006708,-0.0909176032837113,0.005087322032753319
WWW Notre Dame,random failure,ER,0.789997206266559,0.0292873830699753,0.1085125978957968,-0.0792252148258215,0.00480198254776238
WWW Notre Dame,random failure,ER,0.7999993859926503,0.0256114745693505,0.0920622664853298,-0.0664507919159793,0.004218273244051521
WWW Notre Dame,random failure,ER,0.8099984956819933,0.022175642942446,0.0750026862821547,-0.0528270433397087,0.0040403603910160206
WWW Notre Dame,random failure,ER,0.8199976053713363,0.0192261051364784,0.0569872501373841,-0.0377611450009057,0.003758902006737949
WWW Notre Dame,random failure,ER,0.8299997850974277,0.0159380957790064,0.0389555427978473,-0.023017447018840897,0.003538907274291535
WWW Notre Dame,random failure,ER,0.8399988947867706,0.0136305026571168,0.0204711585397677,-0.0068406558826509,0.003686904357855447
WWW Notre Dame,random failure,ER,0.8499980044761136,0.0112829990574987,0.0047775911877665,0.006505407869732201,0.003668538251108797
WWW Notre Dame,random failure,ER,0.8599971141654565,0.0094022945454657,0.0012562590374206,0.0081460355080451,0.0024937785863728985
WWW Notre Dame,random failure,ER,0.8699992938915478,0.0075304931400028,0.0005744038756143,0.0069560892643885,0.0022597664019358343
WWW Notre Dame,random failure,ER,0.8799984035808909,0.0057639939950081,0.0003433836103018,0.0054206103847063,0.0021401284911106086
WWW Notre Dame,random failure,ER,0.8899975132702338,0.0044137918330882,0.0002167445944327,0.0041970472386555005,0.0018093606095934368
WWW Notre Dame,random failure,ER,0.8999996929963252,0.0035962410470053,0.0001593349072388,0.0034369061397665,0.001561389210844532
WWW Notre Dame,random failure,ER,0.909998802685668,0.0025587221279038,0.0001013112126952,0.0024574109152085996,0.0013997409866333536
WWW Notre Dame,random failure,ER,0.9199979123750112,0.0018876120947167,7.490889665949301e-05,0.001812703198057207,0.0012266860649727655
WWW Notre Dame,random failure,ER,0.929997022064354,0.0013919546616973,5.5721166982368766e-05,0.0013362334947149312,0.0009093787121575895
WWW Notre Dame,random failure,ER,0.9399992017904454,0.0009489483589118,4.436203101351124e-05,0.0009045863278982888,0.0006759572409699647
WWW Notre Dame,random failure,ER,0.9499983114797884,0.0007131695366393,3.300289504465368e-05,0.0006801666415946463,0.0005816078881160235
WWW Notre Dame,random failure,ER,0.9599974211691314,0.0004974994550684,2.655581787313994e-05,0.00047094363719526013,0.0004008505846848002
WWW Notre Dame,random failure,ER,0.9699996008952227,0.0002947235278406,2.041574437646018e-05,0.0002743077834641398,0.0002665620731637374
WWW Notre Dame,random failure,ER,0.9799987105845656,0.0001843557067378,1.5503685579116383e-05,0.0001688520211586836,0.00018004384875578
WWW Notre Dame,random failure,ER,0.9899978202739088,5.740968719395572e-05,1.074512861918957e-05,4.666455857476615e-05,5.3029053214288936e-05
WWW Notre Dame,random failure,ER,1.0,0.0,0.0,0.0,0.0
WWW Notre Dame,degree-targeted attack,ER,0.0,1.0,0.9986461137939822,0.0013538862060178403,0.0
WWW Notre Dame,degree-targeted attack,ER,0.0099991096893429,0.5216852045718987,0.9884904322304738,-0.46680522765857513,0.0
WWW Notre Dame,degree-targeted attack,ER,0.0199982193786859,0.4019015807619217,0.9783194004832236,-0.5764178197213019,0.0
WWW Notre Dame,degree-targeted attack,ER,0.0299973290680289,0.3267102407215814,0.9681238084419872,-0.6414135677204058,0.0
WWW Notre Dame,degree-targeted attack,ER,0.0399995087941202,0.2629732077892972,0.9579282164007504,-0.6949550086114532,0.0
WWW Notre Dame,degree-targeted attack,ER,0.0499986184834632,0.1762262494282056,0.9477080640655268,-0.7714818146373211,0.0
WWW Notre Dame,degree-targeted attack,ER,0.0599977281728062,0.121211190897955,0.9374265109953366,-0.8162153200973816,0.0
WWW Notre Dame,degree-targeted attack,ER,0.0699999078988975,0.0793297495771024,0.9270958373371728,-0.8477660877600705,0.0
WWW Notre Dame,degree-targeted attack,ER,0.0799990175882405,0.0251129006014202,0.916719113127784,-0.8916062125263637,0.0
WWW Notre Dame,degree-targeted attack,ER,0.0899981272775835,0.0068216216548112,0.906385369432872,-0.8995637477780608,0.0
WWW Notre Dame,degree-targeted attack,ER,0.0999972369669265,0.0060878828719579,0.8959134740842848,-0.8898255912123268,0.0
WWW Notre Dame,degree-targeted attack,ER,0.1099994166930178,0.0052681830601512,0.8854323686254525,-0.8801641855653013,0.0
WWW Notre Dame,degree-targeted attack,ER,0.1199985263823607,0.0027169825222807,0.8748161815496931,-0.8720991990274124,0.0
WWW Notre Dame,degree-targeted attack,ER,0.1299976360717037,0.0027169825222807,0.8643320060541124,-0.8616150235318317,0.0
WWW Notre Dame,degree-targeted attack,ER,0.1399998157977951,0.0027169825222807,0.8537096789048565,-0.8509926963825758,0.0
WWW Notre Dame,degree-targeted attack,ER,0.149998925487138,0.0016700999910968,0.842973760395912,-0.8413036604048152,0.0
WWW Notre Dame,degree-targeted attack,ER,0.159998035176481,0.0016700999910968,0.8321365306742722,-0.8304664306831754,0.0
WWW Notre Dame,degree-targeted attack,ER,0.169997144865824,0.0002179726091321,0.8212747406586457,-0.8210567680495136,0.0
WWW Notre Dame,degree-targeted attack,ER,0.1799993245919153,0.0001872722416487,0.8103392697610591,-0.8101519975194104,0.0
WWW Notre Dame,degree-targeted attack,ER,0.1899984342812583,0.0001872722416487,0.7992932775405321,-0.7991060052988834,0.0
WWW Notre Dame,degree-targeted attack,ER,0.1999975439706013,6.140073496679755e-06,0.7878942310939462,-0.7878880910204495,0.0
WWW Notre Dame,degree-targeted attack,ER,0.2099997236966926,6.140073496679755e-06,0.7765258850148437,-0.776519744941347,0.0
WWW Notre Dame,degree-targeted attack,ER,0.2199988333860356,6.140073496679755e-06,0.764939566326609,-0.7649334262531123,0.0
WWW Notre Dame,degree-targeted attack,ER,0.2299979430753786,6.140073496679755e-06,0.7531629053599772,-0.7531567652864806,0.0
WWW Notre Dame,degree-targeted attack,ER,0.2399970527647215,3.0700367483398776e-06,0.7411744118577099,-0.7411713418209616,0.0
WWW Notre Dame,degree-targeted attack,ER,0.2499992324908129,3.0700367483398776e-06,0.7287254128431917,-0.7287223428064433,0.0
WWW Notre Dame,degree-targeted attack,ER,0.2599983421801559,3.0700367483398776e-06,0.7160308108888064,-0.716027740852058,0.0
WWW Notre Dame,degree-targeted attack,ER,0.2699974518694988,3.0700367483398776e-06,0.7029432442306335,-0.7029401741938851,0.0
WWW Notre Dame,degree-targeted attack,ER,0.2799996315955902,3.0700367483398776e-06,0.6899631288586524,-0.689960058821904,0.0
WWW Notre Dame,degree-targeted attack,ER,0.2899987412849332,3.0700367483398776e-06,0.6762584848140633,-0.6762554147773149,0.0
WWW Notre Dame,degree-targeted attack,ER,0.2999978509742761,3.0700367483398776e-06,0.6617372109944156,-0.6617341409576672,0.0
WWW Notre Dame,degree-targeted attack,ER,0.3099969606636191,3.0700367483398776e-06,0.6463593969219812,-0.6463563268852328,0.0
WWW Notre Dame,degree-targeted attack,ER,0.3199991403897104,3.0700367483398776e-06,0.6296123464597871,-0.6296092764230388,0.0
WWW Notre Dame,degree-targeted attack,ER,0.3299982500790534,3.0700367483398776e-06,0.6117570127314423,-0.611753942694694,0.0
WWW Notre Dame,degree-targeted attack,ER,0.3399973597683964,3.0700367483398776e-06,0.5934288933438533,-0.5934258233071049,0.0
WWW Notre Dame,degree-targeted attack,ER,0.3499995394944877,3.0700367483398776e-06,0.5728043864685061,-0.5728013164317577,0.0
WWW Notre Dame,degree-targeted attack,ER,0.3599986491838307,3.0700367483398776e-06,0.549039231999607,-0.5490361619628586,0.0
WWW Notre Dame,degree-targeted attack,ER,0.3699977588731737,3.0700367483398776e-06,0.5204510497990661,-0.5204479797623177,0.0
WWW Notre Dame,degree-targeted attack,ER,0.379999938599265,3.0700367483398776e-06,0.4838746319793447,-0.4838715619425964,0.0
WWW Notre Dame,degree-targeted attack,ER,0.389999048288608,3.0700367483398776e-06,0.4311835912675875,-0.43118052123083916,0.0
WWW Notre Dame,degree-targeted attack,ER,0.399998157977951,3.0700367483398776e-06,0.3535055214610919,-0.35350245142434356,0.0
WWW Notre Dame,degree-targeted attack,ER,0.409997267667294,3.0700367483398776e-06,0.2687694371701629,-0.26876636713341456,0.0
WWW Notre Dame,degree-targeted attack,ER,0.4199994473933853,3.0700367483398776e-06,0.1354837917409871,-0.13548072170423875,0.0
WWW Notre Dame,degree-targeted attack,ER,0.4299985570827282,3.0700367483398776e-06,0.0057317586091505,-0.00572868857240216,0.0
WWW Notre Dame,degree-targeted attack,ER,0.4399976667720712,3.0700367483398776e-06,0.0007521590033432,-0.0007490889665948601,0.0
WWW Notre Dame,degree-targeted attack,ER,0.4499998464981626,3.0700367483398776e-06,0.0002517430133638,-0.0002486729766154601,0.0
WWW Notre Dame,degree-targeted attack,ER,0.4599989561875056,3.0700367483398776e-06,0.0001749920946553,-0.00017192205790696012,0.0
WWW Notre Dame,degree-targeted attack,ER,0.4699980658768485,3.0700367483398776e-06,9.51711391985362e-05,-9.210110245019632e-05,0.0
WWW Notre Dame,degree-targeted attack,ER,0.4799971755661915,3.0700367483398776e-06,5.52606614701178e-05,-5.2190624721777923e-05,0.0
WWW Notre Dame,degree-targeted attack,ER,0.4899993552922828,3.0700367483398776e-06,5.52606614701178e-05,-5.2190624721777923e-05,0.0
WWW Notre Dame,degree-targeted attack,ER,0.4999984649816258,3.0700367483398776e-06,4.605055122509817e-05,-4.298051447675829e-05,0.0
WWW Notre Dame,degree-targeted attack,ER,0.5099975746709688,3.0700367483398776e-06,4.605055122509817e-05,-4.298051447675829e-05,0.0
WWW Notre Dame,degree-targeted attack,ER,0.5199997543970601,3.0700367483398776e-06,3.684044098007853e-05,-3.3770404231738655e-05,0.0
WWW Notre Dame,degree-targeted attack,ER,0.5299988640864031,3.0700367483398776e-06,3.3770404231738655e-05,-3.070036748339878e-05,0.0
WWW Notre Dame,degree-targeted attack,ER,0.5399979737757461,3.0700367483398776e-06,2.456029398671902e-05,-2.1490257238379143e-05,0.0
WWW Notre Dame,degree-targeted attack,ER,0.5499970834650891,3.0700367483398776e-06,2.1490257238379143e-05,-1.8420220490039265e-05,0.0
WWW Notre Dame,degree-targeted attack,ER,0.5599992631911804,3.0700367483398776e-06,1.5350183741699387e-05,-1.2280146993359509e-05,0.0
WWW Notre Dame,degree-targeted attack,ER,0.5699983728805234,3.0700367483398776e-06,6.140073496679755e-06,-3.0700367483398776e-06,0.0
WWW Notre Dame,degree-targeted attack,ER,0.5799974825698664,3.0700367483398776e-06,6.140073496679755e-06,-3.0700367483398776e-06,0.0
WWW Notre Dame,degree-targeted attack,ER,0.5899996622959577,3.0700367483398776e-06,6.140073496679755e-06,-3.0700367483398776e-06,0.0
WWW Notre Dame,degree-targeted attack,ER,0.5999987719853007,3.0700367483398776e-06,6.140073496679755e-06,-3.0700367483398776e-06,0.0
WWW Notre Dame,degree-targeted attack,ER,0.6099978816746436,3.0700367483398776e-06,6.140073496679755e-06,-3.0700367483398776e-06,0.0
WWW Notre Dame,degree-targeted attack,ER,0.6199969913639867,3.0700367483398776e-06,6.140073496679755e-06,-3.0700367483398776e-06,0.0
WWW Notre Dame,degree-targeted attack,ER,0.629999171090078,3.0700367483398776e-06,6.140073496679755e-06,-3.0700367483398776e-06,0.0
WWW Notre Dame,degree-targeted attack,ER,0.6399982807794209,3.0700367483398776e-06,6.140073496679755e-06,-3.0700367483398776e-06,0.0
WWW Notre Dame,degree-targeted attack,ER,0.6499973904687639,3.0700367483398776e-06,6.140073496679755e-06,-3.0700367483398776e-06,0.0
WWW Notre Dame,degree-targeted attack,ER,0.6599995701948552,3.0700367483398776e-06,3.0700367483398776e-06,0.0,0.0
WWW Notre Dame,degree-targeted attack,ER,0.6699986798841983,3.0700367483398776e-06,3.0700367483398776e-06,0.0,0.0
WWW Notre Dame,degree-targeted attack,ER,0.6799977895735412,3.0700367483398776e-06,3.0700367483398776e-06,0.0,0.0
WWW Notre Dame,degree-targeted attack,ER,0.6899999692996325,3.0700367483398776e-06,3.0700367483398776e-06,0.0,0.0
WWW Notre Dame,degree-targeted attack,ER,0.6999990789889755,3.0700367483398776e-06,3.0700367483398776e-06,0.0,0.0
WWW Notre Dame,degree-targeted attack,ER,0.7099981886783184,3.0700367483398776e-06,3.0700367483398776e-06,0.0,0.0
WWW Notre Dame,degree-targeted attack,ER,0.7199972983676615,3.0700367483398776e-06,3.0700367483398776e-06,0.0,0.0
WWW Notre Dame,degree-targeted attack,ER,0.7299994780937528,3.0700367483398776e-06,3.0700367483398776e-06,0.0,0.0
WWW Notre Dame,degree-targeted attack,ER,0.7399985877830958,3.0700367483398776e-06,3.0700367483398776e-06,0.0,0.0
WWW Notre Dame,degree-targeted attack,ER,0.7499976974724387,3.0700367483398776e-06,3.0700367483398776e-06,0.0,0.0
WWW Notre Dame,degree-targeted attack,ER,0.75999987719853,3.0700367483398776e-06,3.0700367483398776e-06,0.0,0.0
WWW Notre Dame,degree-targeted attack,ER,0.769998986887873,3.0700367483398776e-06,3.0700367483398776e-06,0.0,0.0
WWW Notre Dame,degree-targeted attack,ER,0.7799980965772161,3.0700367483398776e-06,3.0700367483398776e-06,0.0,0.0
WWW Notre Dame,degree-targeted attack,ER,0.789997206266559,3.0700367483398776e-06,3.0700367483398776e-06,0.0,0.0
WWW Notre Dame,degree-targeted attack,ER,0.7999993859926503,3.0700367483398776e-06,3.0700367483398776e-06,0.0,0.0
WWW Notre Dame,degree-targeted attack,ER,0.8099984956819933,3.0700367483398776e-06,3.0700367483398776e-06,0.0,0.0
WWW Notre Dame,degree-targeted attack,ER,0.8199976053713363,3.0700367483398776e-06,3.0700367483398776e-06,0.0,0.0
WWW Notre Dame,degree-targeted attack,ER,0.8299997850974277,3.0700367483398776e-06,3.0700367483398776e-06,0.0,0.0
WWW Notre Dame,degree-targeted attack,ER,0.8399988947867706,3.0700367483398776e-06,3.0700367483398776e-06,0.0,0.0
WWW Notre Dame,degree-targeted attack,ER,0.8499980044761136,3.0700367483398776e-06,3.0700367483398776e-06,0.0,0.0
WWW Notre Dame,degree-targeted attack,ER,0.8599971141654565,3.0700367483398776e-06,3.0700367483398776e-06,0.0,0.0
WWW Notre Dame,degree-targeted attack,ER,0.8699992938915478,3.0700367483398776e-06,3.0700367483398776e-06,0.0,0.0
WWW Notre Dame,degree-targeted attack,ER,0.8799984035808909,3.0700367483398776e-06,3.0700367483398776e-06,0.0,0.0
WWW Notre Dame,degree-targeted attack,ER,0.8899975132702338,3.0700367483398776e-06,3.0700367483398776e-06,0.0,0.0
WWW Notre Dame,degree-targeted attack,ER,0.8999996929963252,3.0700367483398776e-06,3.0700367483398776e-06,0.0,0.0
WWW Notre Dame,degree-targeted attack,ER,0.909998802685668,3.0700367483398776e-06,3.0700367483398776e-06,0.0,0.0
WWW Notre Dame,degree-targeted attack,ER,0.9199979123750112,3.0700367483398776e-06,3.0700367483398776e-06,0.0,0.0
WWW Notre Dame,degree-targeted attack,ER,0.929997022064354,3.0700367483398776e-06,3.0700367483398776e-06,0.0,0.0
WWW Notre Dame,degree-targeted attack,ER,0.9399992017904454,3.0700367483398776e-06,3.0700367483398776e-06,0.0,0.0
WWW Notre Dame,degree-targeted attack,ER,0.9499983114797884,3.0700367483398776e-06,3.0700367483398776e-06,0.0,0.0
WWW Notre Dame,degree-targeted attack,ER,0.9599974211691314,3.0700367483398776e-06,3.0700367483398776e-06,0.0,0.0
WWW Notre Dame,degree-targeted attack,ER,0.9699996008952227,3.0700367483398776e-06,3.0700367483398776e-06,0.0,0.0
WWW Notre Dame,degree-targeted attack,ER,0.9799987105845656,3.0700367483398776e-06,3.0700367483398776e-06,0.0,0.0
WWW Notre Dame,degree-targeted attack,ER,0.9899978202739088,3.0700367483398776e-06,3.0700367483398776e-06,0.0,0.0
WWW Notre Dame,degree-targeted attack,ER,1.0,0.0,0.0,0.0,0.0
AS Internet,random failure,BA,0.0,1.0,1.0,0.0,0.0
AS Internet,random failure,BA,0.0099343955014058,0.9878069353327088,0.9900046860356138,-0.0021977507029049548,0.0011355976703326385
AS Internet,random failure,BA,0.019962511715089,0.9727272727272728,0.9798547328959698,-0.007127460168697031,0.008426814601278908
AS Internet,random failure,BA,0.0299906279287722,0.9602764761012184,0.96956419868791,-0.009287722586691638,0.00871154816386368
AS Internet,random failure,BA,0.039925023430178,0.9472071227741332,0.959306466729147,-0.012099343955013775,0.008470957868496101
AS Internet,random failure,BA,0.0499531396438612,0.9345407685098406,0.9488753514526712,-0.014334582942830632,0.008780634213631427
AS Internet,random failure,BA,0.0599812558575445,0.9216869728209934,0.9383317713214622,-0.016644798500468738,0.009570183507153482
AS Internet,random failure,BA,0.0699156513589503,0.9084254920337392,0.9278022492970944,-0.019376757263355193,0.010660547698146724
AS Internet,random failure,BA,0.0799437675726335,0.8961105904404875,0.9170665417057168,-0.02095595126522931,0.010307932092382604
AS Internet,random failure,BA,0.0899718837863167,0.8810918462980318,0.9061293345829428,-0.025037488284910925,0.013472862546878909
AS Internet,random failure,BA,0.1,0.8665745079662607,0.8950187441424553,-0.028444236176194626,0.014794239687949266
AS Internet,random failure,BA,0.1099343955014058,0.8536457357075914,0.8840815370196813,-0.030435801312089894,0.015211846746060898
AS Internet,random failure,BA,0.119962511715089,0.8367619493908153,0.8729615745079663,-0.036199625117151024,0.015498906059601025
AS Internet,random failure,BA,0.1299906279287722,0.8235754451733832,0.8616776007497655,-0.0381021555763823,0.016397010462694726
AS Internet,random failure,BA,0.139925023430178,0.8108294283036553,0.8505342080599814,-0.039704779756326025,0.017123830189823944
AS Internet,random failure,BA,0.1499531396438612,0.7949531396438612,0.8389268978444235,-0.043973758200562374,0.020651365861883753
AS Internet,random failure,BA,0.1599812558575445,0.7816401124648545,0.8273102155576384,-0.045670103092783854,0.020882318627364123
AS Internet,random failure,BA,0.1699156513589503,0.763041237113402,0.8158434864104966,-0.05280224929709465,0.023145349341000602
AS Internet,random failure,BA,0.1799437675726335,0.7502343017806935,0.8042736644798503,-0.05403936269915677,0.023423286709132043
AS Internet,random failure,BA,0.1899718837863167,0.7377694470477975,0.7922633552014996,-0.05449390815370214,0.022889208977966723
AS Internet,random failure,BA,0.2,0.7245501405810686,0.780360824742268,-0.055810684161199386,0.02312990248649863
AS Internet,random failure,BA,0.2099343955014058,0.7119728209934395,0.7686410496719778,-0.05666822867853827,0.022298662339846155
AS Internet,random failure,BA,0.219962511715089,0.698622305529522,0.7565885660731022,-0.05796626054358023,0.021932322767757802
AS Internet,random failure,BA,0.2299906279287722,0.6830552952202436,0.7443767572633552,-0.06132146204311162,0.023514526710402946
AS Internet,random failure,BA,0.239925023430178,0.668261480787254,0.7324039362699156,-0.06414245548266162,0.023768247996991704
AS Internet,random failure,BA,0.2499531396438613,0.6552764761012184,0.7200421743205248,-0.06476569821930633,0.023978126459132377
AS Internet,random failure,BA,0.2599812558575445,0.6402764761012184,0.7072680412371133,-0.06699156513589488,0.02629421980105
AS Internet,random failure,BA,0.2699156513589503,0.62883786316776,0.6944611059044048,-0.06562324273664477,0.026704285788938364
AS Internet,random failure,BA,0.2799437675726335,0.6164526710402999,0.6814386129334584,-0.06498594189315854,0.02798227940235067
AS Internet,random failure,BA,0.2899718837863168,0.6044704779756327,0.6684723523898783,-0.06400187441424565,0.02707270846213215
AS Internet,random failure,BA,0.3,0.5927647610121836,0.6554873477038424,-0.06272258669165887,0.027141493599407724
AS Internet,random failure,BA,0.3099343955014058,0.57985473289597,0.6426194939081539,-0.06276476101218387,0.027281717021297287
AS Internet,random failure,BA,0.319962511715089,0.5683083411433926,0.6300000000000001,-0.061691658856607545,0.026898516706214005
AS Internet,random failure,BA,0.3299906279287722,0.5537253983130273,0.6168650421743206,-0.06313964386129334,0.029772967621462833
AS Internet,random failure,BA,0.339925023430178,0.5387394564198688,0.6037628865979381,-0.06502343017806933,0.03578098646759986
AS Internet,random failure,BA,0.3499531396438612,0.52558106841612,0.590477975632615,-0.06489690721649499,0.035176104871396524
AS Internet,random failure,BA,0.3599812558575445,0.514892221180881,0.5775585754451733,-0.06266635426429235,0.03464153055716534
AS Internet,random failure,BA,0.3699156513589503,0.5032146204311153,0.5646672914714153,-0.061452671040299944,0.0347612901356239
AS Internet,random failure,BA,0.3799437675726335,0.4903608247422681,0.5516776007497657,-0.061316776007497575,0.034913244423445816
AS Internet,random failure,BA,0.3899718837863167,0.4769306466729148,0.5381583880037489,-0.06122774133083414,0.03360998471306767
AS Internet,random failure,BA,0.4,0.4599812558575444,0.5247282099343955,-0.0647469540768511,0.03597443964945889
AS Internet,random failure,BA,0.4099343955014058,0.4427741330834115,0.5112933458294283,-0.0685192127460168,0.038505344828905996
AS Internet,random failure,BA,0.419962511715089,0.4321649484536083,0.4976007497656983,-0.06543580131208998,0.039033962219401884
AS Internet,random failure,BA,0.4299906279287722,0.4193908153701968,0.4840253045923148,-0.06463448922211801,0.037946269645186714
AS Internet,random failure,BA,0.4399250234301781,0.4074320524835988,0.4705763823805061,-0.06314432989690727,0.03865784068225236
AS Internet,random failure,BA,0.4499531396438613,0.3953139643861293,0.456522961574508,-0.06120899718837869,0.038896307566870014
AS Internet,random failure,BA,0.4599812558575445,0.3821790065604498,0.4424695407685098,-0.06029053420806002,0.038343427924489706
AS Internet,random failure,BA,0.4699156513589503,0.3714339268978444,0.4292970946579194,-0.057863167760074996,0.03758387531663017
AS Internet,random failure,BA,0.4799437675726336,0.3613823805060918,0.4160215557638239,-0.0546391752577321,0.03618923033135236
AS Internet,random failure,BA,0.4899718837863168,0.3507450796626055,0.4022305529522024,-0.051485473289596906,0.03588665171168125
AS Internet,random failure,BA,0.5,0.3332286785379569,0.3880412371134021,-0.0548125585754452,0.0335033768477301
AS Internet,random failure,BA,0.5099343955014058,0.3193955014058106,0.3746672914714152,-0.05527179006560462,0.038571209463675406
AS Internet,random failure,BA,0.519962511715089,0.308223992502343,0.360543580131209,-0.052319587628866016,0.03829576560025067
AS Internet,random failure,BA,0.5299906279287723,0.2981396438612934,0.3473383317713214,-0.049198687910028016,0.03718346287035672
AS Internet,random failure,BA,0.5399250234301781,0.2884301780693533,0.3335707591377694,-0.04514058106841612,0.03686413497716082
AS Internet,random failure,BA,0.5499531396438613,0.2795688847235239,0.3203420805998125,-0.04077319587628858,0.03610604854351379
